294;YELLOW;Golden Aviary;structure;;2;;;;;2;;2;101000;EPIC
295;YELLOW;Zealous Crusader;creature;;4;;;;;2;2;2;101000;RARE
296;YELLOW;Keldran Soldier;creature;;2;;;;;1;3;2;101000;COMMON
297;YELLOW;Lord of the Wastes;creature;;5;;;;;1;6;4;101000;COMMON
298;YELLOW;Shaytan Assassin;creature;;3;;;;;2;1;1;101000;EPIC
299;YELLOW;Demon Wrangler;creature;;2;;;;;1;2;1;101000;COMMON
300;YELLOW;Death Walker;creature;;3;;;;;2;6;4;101000;RARE
301;YELLOW;Oath to Oblivion;event;;0;;;;;5;;;101000;RARE
302;YELLOW;Shaytan Monstrosity;creature;;5;;;;;2;0;5;101000;EPIC
303;YELLOW;Iona, Beloved by All;creature;;2;;;;;2;2;1;101000;LEGENDARY
304;YELLOW;Demon Wing;creature;;3;;;;;1;5;2;100017;COMMON
305;YELLOW;Oblivion Rider;creature;;5;;;;;1;6;3;100018;COMMON
306;YELLOW;Soul Drain;event;;2;;;;;2;;;100019;COMMON
307;YELLOW;Choking Sand;event;;4;;;;;2;;;101000;EPIC
308;YELLOW;Doomgate, Door to Oblivion;structure;;1;;;;;2;;3;101000;LEGENDARY
309;YELLOW;Windstorm Archer;creature;;2;;;;;2;1;2;101000;RARE
310;YELLOW;Windstorm Charger;creature;;3;;;;;2;2;3;101000;COMMON
311;HUMAN;Apex Predator;creature;beast;7;;3;3;;;3;3;101000;EPIC
312;HUMAN;Icerock Behemoth;creature;beast;7;;3;;3;;7;7;101000;EPIC
313;HUMAN;Twinsoul Spirit;creature;;5;;3;;;3;4;3;101000;EPIC
314;HUMAN;Crackthorn Beast;creature;beast;6;;;3;3;;3;3;101000;EPIC
315;HUMAN;Soul Eater;creature;;5;;;3;;3;1;1;101000;EPIC
316;HUMAN;Scourgeflame Specter;creature;;7;;;;3;3;2;5;101000;EPIC
317;BLUE;Gabrian Soldier;creature;;3;;2;;;;4;2;106666;RARE
318;BLUE;Frog;creature;triton;2;;2;;;;2;2;106666;COMMON
319;HUMAN;Cartographer;creature;;3;;;;;;1;1;106666;COMMON
321;HUMAN;Sky Swallower;creature;;10;;;;;;10;10;106666;RARE
322;HUMAN;Angry Prairie Yak;creature;yak;3;;;;;;2;4;106666;EPIC
323;HUMAN;Explore;event;;0;;;;;;;;106666;COMMON
324;HUMAN;Angry Yak;creature;yak;3;;;;;;2;2;106666;COMMON
325;GREEN;Thorn Wisp;creature;;4;;;2;;;1;3;106666;COMMON
328;YELLOW;Ostregoth, Hand of Oblivion;creature;;13;;;;;3;13;13;106666;LEGENDARY
329;HUMAN;Cutthroat Bandit;creature;;3;;;;;;4;1;100002;COMMON
330;HUMAN;Savage Horseman;creature;;3;;;;;;3;2;106666;COMMON
331;HUMAN;Wisdom;event;;3;;;;;;;;106666;COMMON
332;HUMAN;Healing Prayer;event;;3;;;;;;;;106666;COMMON
333;HUMAN;Me Not Playable;event;;3;;;;;;;;106666;COMMON
334;HUMAN;Greater Wisdom;event;;3;;;;;;;;106666;COMMON
335;HUMAN;Rebel Slinger;creature;;3;;;;;;2;2;100002;COMMON
336;HUMAN;Spirit of the Nexus;creature;;3;;1;1;1;1;10;10;106666;LEGENDARY
337;RED;Godfire Storm;event;;2;;;;1;;;;106666;EPIC
338;BLUE;Tidal Force;event;;1;;1;;;;;;106666;COMMON
339;YELLOW;Rushing Wind;event;;0;;;;;2;;;106666;RARE
340;HUMAN;Syland Warrior;creature;;5;;;;;;1;6;106666;COMMON
342;RED;Kojin, Divine Flame;creature;;0;;;;3;;0;6;106666;COMMON
350;HUMAN;Three Wishes;event;;3;;2;2;2;2;;;101000;EPIC
351;HUMAN;Rebel Glider;creature;;3;;;;;;2;3;101000;COMMON
352;HUMAN;Radiance, Imperial Airship;creature;;20;;;;;;10;10;101000;LEGENDARY
353;BLUE;Forbidden Library;structure;;1;;5;;;;;2;101000;RARE
354;BLUE;Dream Reaver;creature;;7;;7;;;;7;10;101000;EPIC
355;GREEN;Feral Kodama;creature;;5;1;;2;;;5;6;101000;EPIC
356;GREEN;God Hunter;creature;;3;;;2;;;5;4;101000;EPIC
357;RED;Blood Song;event;;4;;;;2;;;;101000;RARE
358;RED;Hellfire;event;;7;;;;2;;;;101000;EPIC
359;YELLOW;Doomsday;event;;9;;;;;2;;;101000;EPIC
360;YELLOW;Annoying Gnat;creature;;2;;;;;2;1;1;101000;EPIC
361;HUMAN;Long-horned Yak;creature;yak;3;;;;;;2;3;101000;COMMON
362;HUMAN;Time of Legends;event;;1;;;;;;;;101000;LEGENDARY
363;BLUE;Triton Trainer;creature;triton;3;;2;;;;3;2;101000;RARE
364;GREEN;Voice of Truth;creature;;4;;;2;;;1;5;101000;RARE
365;RED;Herald of War;creature;;4;;;;2;;4;4;101000;RARE
366;YELLOW;Mistral Guide;creature;;4;1;;;;2;4;4;101000;RARE
367;HUMAN;Divine Guardian;creature;;2;;;;;;0;4;101000;EPIC
368;HUMAN;The Emperor's Command;event;;2;;;;;;;;101000;EPIC
369;BLUE;Illusion of Grandeur;creature;;7;;2;;;;1;1;101000;EPIC
370;GREEN;Deepwood Stalker;creature;beast;3;;;2;;;2;4;101000;EPIC
371;RED;Krog's Dinner;creature;beast;3;;;;2;;3;3;101000;EPIC
372;YELLOW;Iona's Smile;event;;2;;;;;2;;;101000;EPIC
400;PANDORA;Shard of Pandora;artifact;;0;;;;;;;;106666;COMMON
401;PANDORA;Pandora Awakens!;artifact;;0;;;;;;;;106666;RARE
402;PANDORA;Treasure Found!;artifact;;0;;;;;;;;106666;RARE
403;PANDORA;Dark Crystal;event;;8;;;;;;;;107777;RARE
404;PANDORA;Yakhorn Warhorn;event;;6;;;;;;;;107777;RARE
405;PANDORA;Astral Weapon;creature;;14;;;;;;7;7;107777;RARE
406;PANDORA;Ocarina;event;;10;;;;;;;;107777;RARE
407;PANDORA;Djinn's Lamp;event;;3;;;;;;;;107777;RARE
408;PANDORA;Urn of Gabria;event;;0;;;;;;;;107777;RARE
409;PANDORA;Iona's Mirror;event;;2;;;;;;;;107777;RARE
410;PANDORA;Bloodstone Golem;creature;;3;;;;;;5;6;107777;RARE
411;PANDORA;Chalice from the Palace;event;;3;;;;;;;;107777;RARE
412;PANDORA;Eredon's Drum;event;;8;;;;;;;;107777;RARE
413;PANDORA;Cloud Machine;structure;;3;;;;;;;4;107777;RARE
414;PANDORA;Ring of Dominion;event;;0;;;;;;;;107777;RARE
415;PANDORA;The World's Tear;event;;2;;;;;;;;107777;RARE
416;PANDORA;Clockwork Yak;creature;yak;4;;;;;;6;9;107777;RARE
417;PANDORA;Equinox Automaton;creature;;6;;;;;;6;6;107777;RARE
418;PANDORA;Magda's Rose;event;;9;;;;;;;;107777;RARE
419;PANDORA;Aurora's Teapot;event;;5;;;;;;;;107777;RARE
420;PANDORA;Stone of Fair Fortune;event;;0;;;;;;;;107777;RARE
421;PANDORA;Secret of Strength;event;;4;;;;;;;;107777;RARE
422;PANDORA;Void Guardian;creature;;0;;;;;;9;9;107777;RARE
423;PANDORA;Crystal Dragon;creature;;3;;;;;;6;6;107777;RARE
424;PANDORA;Flame Burst Ruby;event;;1;;;;;;;;107777;RARE
425;PANDORA;Hammer of Destruction;event;;3;;;;;;;;107777;RARE
426;PANDORA;Earthfire Shaker;creature;mecha;6;;;;;;2;2;107777;RARE
427;PANDORA;Death's Desire;event;;0;;;;;;;;107777;RARE
428;PANDORA;Bottled Lightning;event;;6;;;;;;;;107777;RARE
429;PANDORA;Dancing Blade;creature;;5;;;;;;0;6;107777;RARE
430;PANDORA;Doom Scythe;event;;5;;;;;;;;107777;RARE
431;PANDORA;Jeweled Magpie;creature;;3;;;;;;1;5;107777;RARE
432;PANDORA;Wheel of Chaos;event;;2;;;;;;;;107777;RARE
433;PANDORA;Ulani's Medallion;event;;6;;;;;;;;107778;RARE
500;HUMAN;Monkey Genius;creature;beast;4;;;;;;0;2;102005;RARE
501;HUMAN;Intrepid Explorer;creature;;3;1;;;;;3;3;102001;COMMON
502;HUMAN;Crystal Flower;structure;;4;;1;1;1;1;;5;102001;EPIC
503;HUMAN;Yakkapult;creature;;4;6;;;;;2;5;102002;EPIC
504;HUMAN;Goki, Friendly Miner;creature;triton;2;4;;;;;2;4;102001;LEGENDARY
505;HUMAN;Mobie, Azure Skywhale;creature;;6;8;;;;;6;6;102002;LEGENDARY
506;HUMAN;Balloon Fish;creature;;1;2;;;;;2;2;102005;RARE
507;HUMAN;Emperor Kaios;creature;;5;6;;;;;3;5;102005;LEGENDARY
508;GREEN;Seed of Paradise;creature;;1;;;1;;;0;1;102003;EPIC
509;GREEN;The Tree of Everlife;structure;;7;7;;3;;;;7;102005;LEGENDARY
510;GREEN;Gift of the Rakoa;event;;4;;;2;;;;;102002;EPIC
511;BLUE;Curious Biomancer;creature;rakoan;3;2;2;;;;1;3;102005;RARE
512;BLUE;Fugoro, Merchant of Wonders;creature;triton;5;3;3;;;;3;5;102003;LEGENDARY
513;BLUE;Leaping Fugu;creature;beast;3;;2;;;;2;3;102003;COMMON
514;RED;Grappling Hook;event;;3;3;;;2;;;;102004;RARE
515;RED;Rakoan Reveller;creature;rakoan;2;;;;1;;1;2;102002;COMMON
516;RED;CAP-10, Sky Pirate;creature;mecha;4;2;;;2;;3;8;102004;LEGENDARY
517;YELLOW;Flash Salmon;creature;;1;;;;;2;1;1;102004;EPIC
518;YELLOW;Manta Rider;creature;rakoan;5;;;;;3;5;3;102004;RARE
519;YELLOW;Istanu, Eternal Light;creature;;6;4;;;;2;5;5;102003;LEGENDARY
520;HUMAN;Shifting Octopus;creature;beast;4;1;1;1;;;3;3;102003;RARE
521;HUMAN;Frog-Tosser;creature;rakoan;5;2;2;2;;;3;4;102002;EPIC
522;HUMAN;Path to Paradise;event;;2;;;1;1;;;;102003;RARE
523;HUMAN;Emerald Salamander;creature;beast;6;;;2;2;;2;5;102005;EPIC
